No saved genome found.
Genome 99: Fitness 39.44
Genome 100: Fitness 30.04
Best fitness: 94.10
Generation 21/100
Genome 1: Fitness 94.10
Genome 2: Fitness 93.43
Genome 3: Fitness 92.83
Genome 4: Fitness 92.56
Genome 5: Fitness 91.86
Genome 6: Fitness 78.96
Genome 7: Fitness 34.45
Genome 8: Fitness 87.34
Genome 9: Fitness 44.12
Genome 10: Fitness 42.99
Genome 11: Fitness 76.18
Genome 12: Fitness 38.44
Genome 13: Fitness 59.87
Genome 14: Fitness 90.27
Genome 15: Fitness 68.72
Genome 16: Fitness 70.60
Genome 17: Fitness 53.08
Genome 18: Fitness 32.90
Genome 19: Fitness 72.88
Genome 20: Fitness 72.72
Genome 21: Fitness 35.67
Genome 22: Fitness 8.90
Genome 23: Fitness 87.21
Genome 24: Fitness 15.49
Genome 25: Fitness 43.33
Genome 26: Fitness 34.58
Genome 27: Fitness 78.42
Genome 28: Fitness 85.53
Genome 29: Fitness 50.28
Genome 30: Fitness 52.13
Genome 31: Fitness 34.50
Genome 32: Fitness 54.22
Genome 33: Fitness 88.93
Genome 34: Fitness 63.21
Genome 35: Fitness 26.86
Genome 36: Fitness 51.84
Genome 37: Fitness 76.22
Genome 38: Fitness 44.71
Genome 39: Fitness 40.74
Genome 40: Fitness 40.60
Genome 41: Fitness 41.79
Genome 42: Fitness 53.86
Genome 43: Fitness 34.17
Genome 44: Fitness 31.44
Genome 45: Fitness 45.79
Genome 46: Fitness 47.94
Genome 47: Fitness 39.56
Genome 48: Fitness 69.01
Genome 49: Fitness 39.99
Genome 50: Fitness 83.74
Genome 51: Fitness 51.17
Genome 52: Fitness 52.86
Genome 53: Fitness 72.65
Genome 54: Fitness 29.91
Genome 55: Fitness 47.50
Genome 56: Fitness 54.70
Genome 57: Fitness 81.23
Genome 58: Fitness 57.07
Genome 59: Fitness 50.56
Genome 60: Fitness 81.06
Genome 61: Fitness 72.39
Genome 62: Fitness 39.22
Genome 63: Fitness 79.62
Genome 64: Fitness 79.15
Genome 65: Fitness 89.38
Genome 66: Fitness 44.44
Genome 67: Fitness 78.96
Genome 68: Fitness 83.08
Genome 69: Fitness 57.34
Genome 70: Fitness 38.22
Genome 71: Fitness 60.05
Genome 72: Fitness 87.62
Genome 73: Fitness 82.83
Genome 74: Fitness 55.17
Genome 75: Fitness 56.66
Genome 76: Fitness 67.53
Genome 77: Fitness 73.88
Genome 78: Fitness 35.47
Genome 79: Fitness 73.48
Genome 80: Fitness 78.71
Genome 81: Fitness 83.12
Genome 82: Fitness 58.08
Genome 83: Fitness 55.74
Genome 84: Fitness 52.87
Genome 85: Fitness 33.10
Genome 86: Fitness 60.06
Genome 87: Fitness 30.94
Genome 88: Fitness 81.74
Genome 89: Fitness 65.25
Genome 90: Fitness 30.01
Genome 91: Fitness 29.05
Genome 92: Fitness 67.47
Genome 93: Fitness 12.73
Genome 94: Fitness 86.82
Genome 95: Fitness 51.07
Genome 96: Fitness 47.82
Genome 97: Fitness 64.67
Genome 98: Fitness 48.80
Genome 99: Fitness 48.22
Genome 100: Fitness 70.30
Best fitness: 94.10
Generation 22/100
Genome 1: Fitness 94.10
Genome 2: Fitness 93.43
Genome 3: Fitness 92.83
Genome 4: Fitness 92.56
Genome 5: Fitness 91.86
Genome 6: Fitness 62.28
Genome 7: Fitness 57.85
Genome 8: Fitness 44.92
Genome 9: Fitness 61.90
Genome 10: Fitness 10.55
Genome 11: Fitness 70.26
Genome 12: Fitness 16.56
Genome 13: Fitness 89.94
Genome 14: Fitness 61.18
Genome 15: Fitness 47.09
Genome 16: Fitness 42.39
Genome 17: Fitness 73.13
Genome 18: Fitness 87.58
Genome 19: Fitness 45.98
Genome 20: Fitness 69.63
Genome 21: Fitness 48.63
Genome 22: Fitness 71.85
Genome 23: Fitness 29.91
Genome 24: Fitness 63.68
Genome 25: Fitness 34.41
Genome 26: Fitness 81.57
Genome 27: Fitness 70.30
Genome 28: Fitness 71.11
Genome 29: Fitness 48.93
Genome 30: Fitness 88.96
Genome 31: Fitness 54.11
Genome 32: Fitness 33.88
Genome 33: Fitness 37.43
Genome 34: Fitness 50.99
Genome 35: Fitness 28.82
Genome 36: Fitness 62.63
Genome 37: Fitness 24.66
Genome 38: Fitness 47.65
Genome 39: Fitness 83.42
Genome 40: Fitness 52.69
Genome 41: Fitness 36.30
Genome 42: Fitness 23.95
Genome 43: Fitness 76.69
Genome 44: Fitness 30.23
Genome 45: Fitness 88.63
Genome 46: Fitness 36.64
Genome 47: Fitness 40.00
Genome 48: Fitness 72.24
Genome 49: Fitness 52.32
Genome 50: Fitness 33.08
Genome 51: Fitness 74.10
Genome 52: Fitness 47.26
Genome 53: Fitness 70.12
Genome 54: Fitness 58.94
Genome 55: Fitness 83.78
Genome 56: Fitness 44.31
Genome 57: Fitness 46.99
Genome 58: Fitness 42.59
Genome 59: Fitness 67.16
Genome 60: Fitness 77.04
Genome 61: Fitness 42.29
Genome 62: Fitness 64.00
Genome 63: Fitness 88.91
Genome 64: Fitness 56.97
Genome 65: Fitness 87.28
Genome 66: Fitness 29.60
Genome 67: Fitness 89.50
Genome 68: Fitness 54.24
Genome 69: Fitness 31.23
Genome 70: Fitness 58.55
Genome 71: Fitness 87.25
Genome 72: Fitness 56.46
Genome 73: Fitness 89.54
Genome 74: Fitness 60.86
Genome 75: Fitness 73.34
Genome 76: Fitness 88.03
Genome 77: Fitness 42.64
Genome 78: Fitness 37.46
Genome 79: Fitness 61.14
Genome 80: Fitness 38.70
Genome 81: Fitness 71.38
Genome 82: Fitness 62.69
Genome 83: Fitness 74.49
Genome 84: Fitness 42.52
Genome 85: Fitness 78.56
Genome 86: Fitness 50.81
Genome 87: Fitness 66.72
Genome 88: Fitness 34.58
Genome 89: Fitness 31.92
Genome 90: Fitness 44.78
Genome 91: Fitness 31.71
Genome 92: Fitness 61.46
Genome 93: Fitness 85.78
Genome 94: Fitness 88.77
Genome 95: Fitness 71.13
Genome 96: Fitness 79.90
Genome 97: Fitness 38.25
Genome 98: Fitness 57.18
Genome 99: Fitness 45.37
Genome 100: Fitness 89.49
Best fitness: 94.10
Generation 23/100
Genome 1: Fitness 94.10
Genome 2: Fitness 93.43
Genome 3: Fitness 92.83
Genome 4: Fitness 92.56
Genome 5: Fitness 91.86
Genome 6: Fitness 47.54
Genome 7: Fitness 34.36
Genome 8: Fitness 36.25
Genome 9: Fitness 35.69
Genome 10: Fitness 51.97
Genome 11: Fitness 53.67
Genome 12: Fitness 47.06
Genome 13: Fitness 79.16
Genome 14: Fitness 91.16
Genome 15: Fitness 45.00
Genome 16: Fitness 41.61
Genome 17: Fitness 35.11
Genome 18: Fitness 70.34
Genome 19: Fitness 51.79
Genome 20: Fitness 49.43
Genome 21: Fitness 78.82
Genome 22: Fitness 44.24
Genome 23: Fitness 75.70
Genome 24: Fitness 69.18
Genome 25: Fitness 33.77
Genome 26: Fitness 31.41
Genome 27: Fitness 48.85
Genome 28: Fitness 54.10
Genome 29: Fitness 38.46
Genome 30: Fitness 68.76
Genome 31: Fitness 59.53
Genome 32: Fitness 60.14
Genome 33: Fitness 76.72
Genome 34: Fitness 34.91
Genome 35: Fitness 33.80
Genome 36: Fitness 76.75
Genome 37: Fitness 47.69
Genome 38: Fitness 22.33
Genome 39: Fitness 42.59
Genome 40: Fitness 30.08
Genome 41: Fitness 31.99
Genome 42: Fitness 75.33
Genome 43: Fitness 36.46
Genome 44: Fitness 27.05
Genome 45: Fitness 67.49
Genome 46: Fitness 43.53
Genome 47: Fitness 61.89
Genome 48: Fitness 77.29
Genome 49: Fitness 7.80
Genome 50: Fitness 87.53
Genome 51: Fitness 6.90
Genome 52: Fitness 61.87
Genome 53: Fitness 9.74
Genome 54: Fitness 69.73
Genome 55: Fitness 45.24
Genome 56: Fitness 87.71
Genome 57: Fitness 46.72
Genome 58: Fitness 84.61
Genome 59: Fitness 28.54
Genome 60: Fitness 49.13
Genome 61: Fitness 77.20
Genome 62: Fitness 34.64
Genome 63: Fitness 83.35
Genome 64: Fitness 79.49
Genome 65: Fitness 37.06
Genome 66: Fitness 85.76
Genome 67: Fitness 21.49
Genome 68: Fitness 37.95
Genome 69: Fitness 38.43
Genome 70: Fitness 60.92
Genome 71: Fitness 66.73
Genome 72: Fitness 36.05
Genome 73: Fitness 34.92
Genome 74: Fitness 35.17
Genome 75: Fitness 74.84
Genome 76: Fitness 44.44
Genome 77: Fitness 32.89
Genome 78: Fitness 27.79
Genome 79: Fitness 69.82
Genome 80: Fitness 11.75
Genome 81: Fitness 81.14
Genome 82: Fitness 51.59
Genome 83: Fitness 47.45
Genome 84: Fitness 26.72
Genome 85: Fitness 69.97
Genome 86: Fitness 37.84
Genome 87: Fitness 9.86
Genome 88: Fitness 82.55
Genome 89: Fitness 54.68
Genome 90: Fitness 58.63
Genome 91: Fitness 29.38
Genome 92: Fitness 40.65
Genome 93: Fitness 29.80
Genome 94: Fitness 13.33
Genome 95: Fitness 86.84
Genome 96: Fitness 83.26
Genome 97: Fitness 56.37
Genome 98: Fitness 80.74
Genome 99: Fitness 83.32
Genome 100: Fitness 66.52
Best fitness: 94.10
Generation 24/100
Genome 1: Fitness 94.10
Genome 2: Fitness 93.43
Genome 3: Fitness 92.83
Genome 4: Fitness 92.56
Genome 5: Fitness 91.86
Genome 6: Fitness 36.90
Genome 7: Fitness 69.49
Genome 8: Fitness 57.98
Genome 9: Fitness 57.63
Genome 10: Fitness 52.51
Genome 11: Fitness 86.65
Genome 12: Fitness 62.80
Genome 13: Fitness 29.11
Genome 14: Fitness 65.88
Genome 15: Fitness 39.76
Genome 16: Fitness 25.70
Genome 17: Fitness 37.55
Genome 18: Fitness 40.25
Genome 19: Fitness 85.40
Genome 20: Fitness 12.82
Genome 21: Fitness 39.80
Genome 22: Fitness 77.36
Genome 23: Fitness 31.47
Genome 24: Fitness 41.73
Genome 25: Fitness 55.60
Genome 26: Fitness 43.11
Genome 27: Fitness 40.36
Genome 28: Fitness 67.73
Genome 29: Fitness 68.86
Genome 30: Fitness 80.26
Genome 31: Fitness 78.35
Genome 32: Fitness 42.79
Genome 33: Fitness 80.93
Genome 34: Fitness 52.35
Genome 35: Fitness 88.80
Genome 36: Fitness 62.26
Genome 37: Fitness 69.21
Genome 38: Fitness 88.53
Genome 39: Fitness 31.66
Genome 40: Fitness 29.96
Genome 41: Fitness 30.57
Genome 42: Fitness 54.31
Genome 43: Fitness 37.93
Genome 44: Fitness 54.59
Genome 45: Fitness 76.80
Genome 46: Fitness 56.00
Genome 47: Fitness 61.45
Genome 48: Fitness 59.64
Genome 49: Fitness 29.69
Genome 50: Fitness 43.01
Genome 51: Fitness 57.13
Genome 52: Fitness 49.49
Genome 53: Fitness 59.11
Genome 54: Fitness 68.13
Genome 55: Fitness 40.65
Genome 56: Fitness 86.14
Genome 57: Fitness 43.29
Genome 58: Fitness 40.08
Genome 59: Fitness 84.41
Genome 60: Fitness 42.80
Genome 61: Fitness 35.73
Genome 62: Fitness 81.40
Genome 63: Fitness 70.81
Genome 64: Fitness 48.13
Genome 65: Fitness 33.49
Genome 66: Fitness 57.13
Genome 67: Fitness 79.01
Genome 68: Fitness 45.80
Genome 69: Fitness 77.97
Genome 70: Fitness 68.18
Genome 71: Fitness 35.17
Genome 72: Fitness 60.48
Genome 73: Fitness 78.98
Genome 74: Fitness 45.68
Genome 75: Fitness 46.06
Genome 76: Fitness 51.58
Genome 77: Fitness 30.69
Genome 78: Fitness 56.52
Genome 79: Fitness 85.48
Genome 80: Fitness 20.74
Genome 81: Fitness 62.08
Genome 82: Fitness 57.78
Genome 83: Fitness 31.62
Genome 84: Fitness 58.03
Genome 85: Fitness 23.80
Genome 86: Fitness 82.01
Genome 87: Fitness 73.20
Genome 88: Fitness 38.78
Genome 89: Fitness 65.04
Genome 90: Fitness 54.70
Genome 91: Fitness 90.28
Genome 92: Fitness 59.45
Genome 93: Fitness 73.54
Genome 94: Fitness 43.73
Genome 95: Fitness 32.80
Genome 96: Fitness 79.80
Genome 97: Fitness 48.04
Genome 98: Fitness 52.39
Genome 99: Fitness 64.97
Genome 100: Fitness 35.71
Best fitness: 94.10
Generation 25/100
Genome 1: Fitness 94.10
Genome 2: Fitness 93.43
Genome 3: Fitness 92.83
Genome 4: Fitness 92.56
Genome 5: Fitness 91.86
Genome 6: Fitness 65.01
Genome 7: Fitness 53.59
Genome 8: Fitness 56.42
Genome 9: Fitness 50.86
Genome 10: Fitness 56.43
Genome 11: Fitness 47.95
Genome 12: Fitness 30.22
Genome 13: Fitness 48.53
Genome 14: Fitness 65.98
Genome 15: Fitness 67.96
Genome 16: Fitness 27.08
Genome 17: Fitness 55.69
Genome 18: Fitness 35.29
Genome 19: Fitness 34.32
Genome 20: Fitness 42.44
Genome 21: Fitness 78.81
Genome 22: Fitness 30.85
Genome 23: Fitness 43.98
Genome 24: Fitness 24.83
Genome 25: Fitness 88.60
Genome 26: Fitness 11.72
Genome 27: Fitness 75.49
Genome 28: Fitness 17.39
Genome 29: Fitness 47.68
Genome 30: Fitness 30.19
Genome 31: Fitness 71.61
Genome 32: Fitness 22.57
Genome 33: Fitness 63.00
Genome 34: Fitness 51.47
Genome 35: Fitness 72.27
Genome 36: Fitness 86.68
Genome 37: Fitness 52.41
Genome 38: Fitness 85.50
Genome 39: Fitness 68.84
Genome 40: Fitness 34.52
Genome 41: Fitness 59.58
Genome 42: Fitness 85.90
Genome 43: Fitness 75.26
Genome 44: Fitness 29.55
Genome 45: Fitness 66.75
Genome 46: Fitness 21.09
Genome 47: Fitness 37.93
Genome 48: Fitness 87.64
Genome 49: Fitness 37.14
Genome 50: Fitness 30.76
Genome 51: Fitness 81.52
Genome 52: Fitness 79.44
Genome 53: Fitness 32.35
Genome 54: Fitness 50.60
Genome 55: Fitness 60.47
Genome 56: Fitness 36.52
Genome 57: Fitness 50.67
Genome 58: Fitness 48.95
Genome 59: Fitness 60.35
Genome 60: Fitness 64.17
Genome 61: Fitness 37.34
Genome 62: Fitness 51.48
Genome 63: Fitness 56.09
Genome 64: Fitness 77.12
Genome 65: Fitness 80.27
Genome 66: Fitness 15.71
Genome 67: Fitness 34.56
Genome 68: Fitness 79.67
Genome 69: Fitness 36.16
Genome 70: Fitness 9.02
Genome 71: Fitness 80.48
Genome 72: Fitness 80.55
Genome 73: Fitness 58.48
Genome 74: Fitness 90.64
Genome 75: Fitness 35.21
Genome 76: Fitness 22.55
Genome 77: Fitness 35.38
Genome 78: Fitness 42.29
Genome 79: Fitness 18.27
Genome 80: Fitness 12.18
Genome 81: Fitness 59.90
Genome 82: Fitness 34.58
Genome 83: Fitness 36.86
Genome 84: Fitness 50.03
Genome 85: Fitness 38.23
Genome 86: Fitness 33.90
Genome 87: Fitness 76.88
Genome 88: Fitness 35.75
Genome 89: Fitness 31.01
Genome 90: Fitness 30.19
Genome 91: Fitness 70.43
Genome 92: Fitness 38.95
Genome 93: Fitness 22.78
Genome 94: Fitness 70.36
Genome 95: Fitness 79.08
Genome 96: Fitness 33.14
Genome 97: Fitness 80.03
Genome 98: Fitness 36.95
Genome 99: Fitness 32.79
Genome 100: Fitness 51.82
Best fitness: 94.10
Generation 26/100
Genome 1: Fitness 94.10
Genome 2: Fitness 93.43
Genome 3: Fitness 92.83
Genome 4: Fitness 92.56
Genome 5: Fitness 91.86
Genome 6: Fitness 32.38
Genome 7: Fitness 64.22
Genome 8: Fitness 51.51
Genome 9: Fitness 89.22
Genome 10: Fitness 54.68
Genome 11: Fitness 73.75
Genome 12: Fitness 50.75
Genome 13: Fitness 56.78
Genome 14: Fitness 31.77
Genome 15: Fitness 84.37
Genome 16: Fitness 41.56
Genome 17: Fitness 33.04
Genome 18: Fitness 47.44
Genome 19: Fitness 14.59
Genome 20: Fitness 32.17
Genome 21: Fitness 62.85
Genome 22: Fitness 60.18
Genome 23: Fitness 17.28
Genome 24: Fitness 77.48
Genome 25: Fitness 87.04
Genome 26: Fitness 43.08
Genome 27: Fitness 45.83
Genome 28: Fitness 88.37
Genome 29: Fitness 78.37
Genome 30: Fitness 40.30
Genome 31: Fitness 7.84
Genome 32: Fitness 18.75
Genome 33: Fitness 52.17
Genome 34: Fitness 80.98
Genome 35: Fitness 67.64
Genome 36: Fitness 58.40
Genome 37: Fitness 36.29
Genome 38: Fitness 42.44
Genome 39: Fitness 55.10
Genome 40: Fitness 54.90
Genome 41: Fitness 38.30
Genome 42: Fitness 51.78
Genome 43: Fitness 50.19
Genome 44: Fitness 77.40
Genome 45: Fitness 78.71
Genome 46: Fitness 57.56
Genome 47: Fitness 29.22
Genome 48: Fitness 53.20
Genome 49: Fitness 90.64
Genome 50: Fitness 72.37
Genome 51: Fitness 44.78
Genome 52: Fitness 46.01
Genome 53: Fitness 62.07
Genome 54: Fitness 84.78
Genome 55: Fitness 17.10
Genome 56: Fitness 84.87
Genome 57: Fitness 45.79
Genome 58: Fitness 40.87
Genome 59: Fitness 36.31
Genome 60: Fitness 56.20
Genome 61: Fitness 47.66
Genome 62: Fitness 69.35
Genome 63: Fitness 64.54
Genome 64: Fitness 40.12
Genome 65: Fitness 86.33
Genome 66: Fitness 60.37
Genome 67: Fitness 63.61
Genome 68: Fitness 82.86
Genome 69: Fitness 33.19
Genome 70: Fitness 28.32
Genome 71: Fitness 84.73
Genome 72: Fitness 38.39
Genome 73: Fitness 45.58
Genome 74: Fitness 87.68
Genome 75: Fitness 37.72
Genome 76: Fitness 57.36
Genome 77: Fitness 84.55
Genome 78: Fitness 42.85
Genome 79: Fitness 88.92
Genome 80: Fitness 41.32
Genome 81: Fitness 31.31
Genome 82: Fitness 37.92
Genome 83: Fitness 44.19
Genome 84: Fitness 50.47
Genome 85: Fitness 27.41
Genome 86: Fitness 88.66
Genome 87: Fitness 47.94
Genome 88: Fitness 90.10
Genome 89: Fitness 31.31
Genome 90: Fitness 49.29
Genome 91: Fitness 8.35
Genome 92: Fitness 34.16
Genome 93: Fitness 89.17
Genome 94: Fitness 45.19
Genome 95: Fitness 81.00
Genome 96: Fitness 35.87
Genome 97: Fitness 35.81
Genome 98: Fitness 58.75
Genome 99: Fitness 47.10
Genome 100: Fitness 69.21
Best fitness: 94.10
Generation 27/100
Genome 1: Fitness 94.10
Genome 2: Fitness 93.43
Genome 3: Fitness 92.83
Genome 4: Fitness 92.56
Genome 5: Fitness 91.86
Genome 6: Fitness 59.55
Genome 7: Fitness 43.78
Genome 8: Fitness 86.81
Genome 9: Fitness 29.35
Genome 10: Fitness 79.14
Genome 11: Fitness 46.72
Genome 12: Fitness 34.83
Genome 13: Fitness 42.12
Genome 14: Fitness 61.13
Genome 15: Fitness 42.38
Genome 16: Fitness 34.03
Genome 17: Fitness 85.21
Genome 18: Fitness 67.38
Genome 19: Fitness 33.77
Genome 20: Fitness 89.08
Genome 21: Fitness 82.30
Genome 22: Fitness 84.68
Genome 23: Fitness 76.99
Genome 24: Fitness 63.38
Genome 25: Fitness 33.38
Genome 26: Fitness 59.82
Genome 27: Fitness 86.73
Genome 28: Fitness 13.93
Genome 29: Fitness 27.43
Genome 30: Fitness 87.94
Genome 31: Fitness 82.24
Genome 32: Fitness 52.10
Genome 33: Fitness 29.72
Genome 34: Fitness 81.80
Genome 35: Fitness 23.16
Genome 36: Fitness 45.01
Genome 37: Fitness 71.64
Genome 38: Fitness 64.56
Genome 39: Fitness 20.63
Genome 40: Fitness 43.83
Genome 41: Fitness 33.29
Genome 42: Fitness 33.05
Genome 43: Fitness 79.97
Genome 44: Fitness 65.28
Genome 45: Fitness 55.56
Genome 46: Fitness 87.60
Genome 47: Fitness 46.16
Genome 48: Fitness 23.42
Genome 49: Fitness 37.75
Genome 50: Fitness 49.20
Genome 51: Fitness 21.48
Genome 52: Fitness 63.59
Genome 53: Fitness 85.26
Genome 54: Fitness 86.39
Genome 55: Fitness 33.71
Genome 56: Fitness 72.71
Genome 57: Fitness 30.32
Genome 58: Fitness 70.30
Genome 59: Fitness 82.06
Genome 60: Fitness 64.80
Genome 61: Fitness 88.70
Genome 62: Fitness 41.95
Genome 63: Fitness 48.65
Genome 64: Fitness 80.54
Genome 65: Fitness 31.84
Genome 66: Fitness 13.27
Genome 67: Fitness 15.93
Genome 68: Fitness 56.54
Genome 69: Fitness 35.66
Genome 70: Fitness 54.00
Genome 71: Fitness 51.71
Genome 72: Fitness 71.94
Genome 73: Fitness 91.97
Genome 74: Fitness 89.23
Genome 75: Fitness 87.98
Genome 76: Fitness 25.57
Genome 77: Fitness 76.10
Genome 78: Fitness 56.99
Genome 79: Fitness 26.48
Genome 80: Fitness 38.11
Genome 81: Fitness 47.27
Genome 82: Fitness 36.07
Genome 83: Fitness 62.01
Genome 84: Fitness 11.98
Genome 85: Fitness 37.98
Genome 86: Fitness 45.58
Genome 87: Fitness 66.64
Genome 88: Fitness 47.20
Genome 89: Fitness 32.81
Genome 90: Fitness 88.58
Genome 91: Fitness 52.06
Genome 92: Fitness 58.65
Genome 93: Fitness 82.15
Genome 94: Fitness 17.18
Genome 95: Fitness 68.24
Genome 96: Fitness 80.52
Genome 97: Fitness 30.31
Genome 98: Fitness 62.10
Genome 99: Fitness 49.18
Genome 100: Fitness 49.24
Best fitness: 94.10
Generation 28/100
Genome 1: Fitness 94.10
Genome 2: Fitness 93.43
Genome 3: Fitness 92.83
Genome 4: Fitness 92.56
Genome 5: Fitness 91.97
Genome 6: Fitness 45.56
Genome 7: Fitness 33.67
Genome 8: Fitness 36.82
Genome 9: Fitness 61.33
Genome 10: Fitness 41.58
Genome 11: Fitness 30.73
Genome 12: Fitness 60.26
Genome 13: Fitness 40.91
Genome 14: Fitness 27.98
Genome 15: Fitness 24.27
Genome 16: Fitness 29.38
Genome 17: Fitness 45.28
Genome 18: Fitness 67.04
Genome 19: Fitness 26.86
Genome 20: Fitness 72.98
Genome 21: Fitness 51.23
Genome 22: Fitness 23.33
Genome 23: Fitness 28.43
Genome 24: Fitness 32.53
Genome 25: Fitness 70.74
Genome 26: Fitness 80.87
Genome 27: Fitness 81.46
Genome 28: Fitness 36.15
Genome 29: Fitness 22.42
Genome 30: Fitness 23.34
Genome 31: Fitness 37.03
Genome 32: Fitness 8.58
Genome 33: Fitness 56.62
Genome 34: Fitness 50.99
Genome 35: Fitness 85.91
Genome 36: Fitness 41.14
Genome 37: Fitness 64.96
Genome 38: Fitness 46.34
Genome 39: Fitness 45.03
Genome 40: Fitness 15.69
Genome 41: Fitness 83.07
Genome 42: Fitness 45.31
Genome 43: Fitness 43.30
Genome 44: Fitness 47.13
Genome 45: Fitness 54.10
Genome 46: Fitness 86.30
Genome 47: Fitness 8.52
Genome 48: Fitness 58.45
Genome 49: Fitness 33.07
Genome 50: Fitness 15.03
Genome 51: Fitness 67.02
Genome 52: Fitness 47.71
Genome 53: Fitness 81.20
Genome 54: Fitness 45.64
Genome 55: Fitness 31.83
Genome 56: Fitness 48.86
Genome 57: Fitness 55.00
Genome 58: Fitness 45.42
Genome 59: Fitness 37.66
Genome 60: Fitness 25.14
Genome 61: Fitness 31.08
Genome 62: Fitness 32.33
Genome 63: Fitness 66.68
Genome 64: Fitness 34.14
Genome 65: Fitness 20.88
Genome 66: Fitness 35.39
Genome 67: Fitness 53.32
Genome 68: Fitness 50.36
Genome 69: Fitness 38.13
Genome 70: Fitness 65.79
Genome 71: Fitness 86.85
Genome 72: Fitness 41.30
Genome 73: Fitness 41.03
Genome 74: Fitness 53.14
Genome 75: Fitness 56.10
Genome 76: Fitness 12.11
Genome 77: Fitness 21.79
Genome 78: Fitness 33.54
Genome 79: Fitness 44.11
Genome 80: Fitness 26.02
Genome 81: Fitness 49.73
Genome 82: Fitness 61.17
Genome 83: Fitness 40.86
Genome 84: Fitness 52.52
Genome 85: Fitness 90.32
Genome 86: Fitness 84.41
Genome 87: Fitness 53.93
Genome 88: Fitness 57.34
Genome 89: Fitness 70.50
Genome 90: Fitness 50.35
Genome 91: Fitness 41.78
Genome 92: Fitness 46.59
Genome 93: Fitness 37.07
Genome 94: Fitness 43.60
Genome 95: Fitness 30.92
Genome 96: Fitness 33.22
Genome 97: Fitness 76.12
Genome 98: Fitness 53.26
Genome 99: Fitness 57.50
Genome 100: Fitness 50.97
Best fitness: 94.10
Generation 29/100
Genome 1: Fitness 94.10
Genome 2: Fitness 93.43
Genome 3: Fitness 92.83
Genome 4: Fitness 92.56
Genome 5: Fitness 91.97
Genome 6: Fitness 81.65
Genome 7: Fitness 89.99
Genome 8: Fitness 86.42
Genome 9: Fitness 51.62
Genome 10: Fitness 31.13
Genome 11: Fitness 39.12
Genome 12: Fitness 41.18
Genome 13: Fitness 42.97
Genome 14: Fitness 67.86
Genome 15: Fitness 26.83
Genome 16: Fitness 32.74
Genome 17: Fitness 81.90
Genome 18: Fitness 63.13
Genome 19: Fitness 64.19
Genome 20: Fitness 35.18
Genome 21: Fitness 19.98
Genome 22: Fitness 92.82
Genome 23: Fitness 81.16
Genome 24: Fitness 15.24
Genome 25: Fitness 38.78
Genome 26: Fitness 55.88
Genome 27: Fitness 42.59
Genome 28: Fitness 87.73
Genome 29: Fitness 71.60
Genome 30: Fitness 72.91
Genome 31: Fitness 7.66
Genome 32: Fitness 33.41
Genome 33: Fitness 44.43
Genome 34: Fitness 35.63
Genome 35: Fitness 90.50
Genome 36: Fitness 76.25
Genome 37: Fitness 8.79
Genome 38: Fitness 48.23
Genome 39: Fitness 74.24
Genome 40: Fitness 32.78
Genome 41: Fitness 39.30
Genome 42: Fitness 78.60
Genome 43: Fitness 74.42
Genome 44: Fitness 78.42
Genome 45: Fitness 31.62
Genome 46: Fitness 44.45
Genome 47: Fitness 53.86
Genome 48: Fitness 72.98
Genome 49: Fitness 55.89
Genome 50: Fitness 86.06
Genome 51: Fitness 40.71
Genome 52: Fitness 50.08
Genome 53: Fitness 74.05
Genome 54: Fitness 84.99
Genome 55: Fitness 90.48
Genome 56: Fitness 74.68
Genome 57: Fitness 63.92
Genome 58: Fitness 24.43
Genome 59: Fitness 65.95
Genome 60: Fitness 82.33
Genome 61: Fitness 74.79
Genome 62: Fitness 40.10
Genome 63: Fitness 46.17
Genome 64: Fitness 60.10
Genome 65: Fitness 53.14
Genome 66: Fitness 73.38
Genome 67: Fitness 19.72
Genome 68: Fitness 43.45
Genome 69: Fitness 83.17
Genome 70: Fitness 50.54
Genome 71: Fitness 85.71
Genome 72: Fitness 24.16
Genome 73: Fitness 23.01
Genome 74: Fitness 87.22
Genome 75: Fitness 37.96
Genome 76: Fitness 75.81
Genome 77: Fitness 87.36
Genome 78: Fitness 60.71
Genome 79: Fitness 30.73
Genome 80: Fitness 32.09
Genome 81: Fitness 43.43
Genome 82: Fitness 62.64
Genome 83: Fitness 41.31
Genome 84: Fitness 60.02
Genome 85: Fitness 48.10
Genome 86: Fitness 25.52
Genome 87: Fitness 81.39
Genome 88: Fitness 87.77
Genome 89: Fitness 74.31
Genome 90: Fitness 51.40
Genome 91: Fitness 10.33
Genome 92: Fitness 31.29
Genome 93: Fitness 30.49
Genome 94: Fitness 46.25
Genome 95: Fitness 48.74
Genome 96: Fitness 34.84
Genome 97: Fitness 55.19
Genome 98: Fitness 40.97
Genome 99: Fitness 81.16
Genome 100: Fitness 87.73
Best fitness: 94.10
Generation 30/100
Genome 1: Fitness 94.10
Genome 2: Fitness 93.43
Genome 3: Fitness 92.83
Genome 4: Fitness 92.82
Genome 5: Fitness 92.56
Genome 6: Fitness 62.60
Genome 7: Fitness 62.74
Genome 8: Fitness 60.75
Genome 9: Fitness 33.69
Genome 10: Fitness 23.64
Genome 11: Fitness 67.34
Genome 12: Fitness 44.31
Genome 13: Fitness 44.15
Genome 14: Fitness 64.41
Genome 15: Fitness 36.98
Genome 16: Fitness 90.71
Genome 17: Fitness 46.22
Genome 18: Fitness 54.99
