No saved genome found.
Genome 44: Fitness 49.61
Genome 45: Fitness 31.45
Genome 46: Fitness 60.57
Genome 47: Fitness 57.17
Genome 48: Fitness 55.55
Genome 49: Fitness 44.74
Genome 50: Fitness 74.24
Best fitness: 93.83
Generation 37/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.06
Genome 3: Fitness 92.84
Genome 4: Fitness 33.02
Genome 5: Fitness 33.82
Genome 6: Fitness 62.47
Genome 7: Fitness 67.18
Genome 8: Fitness 54.74
Genome 9: Fitness 60.71
Genome 10: Fitness 42.88
Genome 11: Fitness 60.79
Genome 12: Fitness 55.73
Genome 13: Fitness 78.11
Genome 14: Fitness 47.33
Genome 15: Fitness 65.21
Genome 16: Fitness 69.90
Genome 17: Fitness 82.61
Genome 18: Fitness 31.27
Genome 19: Fitness 63.61
Genome 20: Fitness 24.39
Genome 21: Fitness 25.97
Genome 22: Fitness 76.81
Genome 23: Fitness 32.08
Genome 24: Fitness 79.09
Genome 25: Fitness 64.22
Genome 26: Fitness 46.61
Genome 27: Fitness 35.77
Genome 28: Fitness 45.88
Genome 29: Fitness 32.81
Genome 30: Fitness 36.49
Genome 31: Fitness 28.14
Genome 32: Fitness 17.45
Genome 33: Fitness 75.54
Genome 34: Fitness 84.42
Genome 35: Fitness 60.21
Genome 36: Fitness 48.22
Genome 37: Fitness 46.19
Genome 38: Fitness 35.96
Genome 39: Fitness 72.23
Genome 40: Fitness 55.43
Genome 41: Fitness 68.61
Genome 42: Fitness 80.05
Genome 43: Fitness 53.87
Genome 44: Fitness 38.49
Genome 45: Fitness 90.43
Genome 46: Fitness 38.80
Genome 47: Fitness 63.12
Genome 48: Fitness 71.80
Genome 49: Fitness 59.12
Genome 50: Fitness 11.64
Best fitness: 93.83
Generation 38/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.06
Genome 3: Fitness 92.84
Genome 4: Fitness 39.39
Genome 5: Fitness 73.76
Genome 6: Fitness 34.00
Genome 7: Fitness 48.41
Genome 8: Fitness 36.43
Genome 9: Fitness 47.99
Genome 10: Fitness 34.60
Genome 11: Fitness 51.50
Genome 12: Fitness 65.36
Genome 13: Fitness 84.88
Genome 14: Fitness 71.71
Genome 15: Fitness 32.19
Genome 16: Fitness 83.86
Genome 17: Fitness 87.64
Genome 18: Fitness 33.23
Genome 19: Fitness 43.59
Genome 20: Fitness 54.39
Genome 21: Fitness 87.32
Genome 22: Fitness 32.56
Genome 23: Fitness 85.22
Genome 24: Fitness 52.35
Genome 25: Fitness 51.14
Genome 26: Fitness 14.93
Genome 27: Fitness 32.56
Genome 28: Fitness 33.21
Genome 29: Fitness 66.51
Genome 30: Fitness 54.11
Genome 31: Fitness 50.89
Genome 32: Fitness 83.88
Genome 33: Fitness 35.26
Genome 34: Fitness 76.34
Genome 35: Fitness 30.72
Genome 36: Fitness 56.89
Genome 37: Fitness 20.18
Genome 38: Fitness 22.82
Genome 39: Fitness 36.97
Genome 40: Fitness 53.32
Genome 41: Fitness 35.08
Genome 42: Fitness 41.56
Genome 43: Fitness 84.72
Genome 44: Fitness 86.99
Genome 45: Fitness 55.68
Genome 46: Fitness 80.61
Genome 47: Fitness 54.23
Genome 48: Fitness 73.67
Genome 49: Fitness 17.50
Genome 50: Fitness 73.38
Best fitness: 93.83
Generation 39/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.06
Genome 3: Fitness 92.84
Genome 4: Fitness 77.16
Genome 5: Fitness 36.44
Genome 6: Fitness 54.43
Genome 7: Fitness 34.09
Genome 8: Fitness 31.83
Genome 9: Fitness 59.47
Genome 10: Fitness 87.19
Genome 11: Fitness 30.75
Genome 12: Fitness 84.58
Genome 13: Fitness 76.30
Genome 14: Fitness 64.12
Genome 15: Fitness 82.40
Genome 16: Fitness 45.80
Genome 17: Fitness 59.89
Genome 18: Fitness 46.72
Genome 19: Fitness 85.00
Genome 20: Fitness 31.77
Genome 21: Fitness 60.33
Genome 22: Fitness 71.39
Genome 23: Fitness 39.76
Genome 24: Fitness 74.42
Genome 25: Fitness 16.80
Genome 26: Fitness 38.32
Genome 27: Fitness 38.66
Genome 28: Fitness 75.21
Genome 29: Fitness 48.14
Genome 30: Fitness 44.29
Genome 31: Fitness 46.63
Genome 32: Fitness 40.43
Genome 33: Fitness 36.95
Genome 34: Fitness 66.94
Genome 35: Fitness 71.03
Genome 36: Fitness 53.35
Genome 37: Fitness 78.47
Genome 38: Fitness 62.48
Genome 39: Fitness 49.01
Genome 40: Fitness 83.67
Genome 41: Fitness 77.24
Genome 42: Fitness 35.46
Genome 43: Fitness 34.92
Genome 44: Fitness 50.77
Genome 45: Fitness 57.26
Genome 46: Fitness 31.63
Genome 47: Fitness 55.77
Genome 48: Fitness 74.19
Genome 49: Fitness 43.09
Genome 50: Fitness 49.56
Best fitness: 93.83
Generation 40/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.06
Genome 3: Fitness 92.84
Genome 4: Fitness 31.13
Genome 5: Fitness 86.29
Genome 6: Fitness 50.28
Genome 7: Fitness 36.42
Genome 8: Fitness 32.19
Genome 9: Fitness 43.93
Genome 10: Fitness 45.95
Genome 11: Fitness 83.70
Genome 12: Fitness 40.24
Genome 13: Fitness 48.84
Genome 14: Fitness 45.78
Genome 15: Fitness 23.26
Genome 16: Fitness 86.21
Genome 17: Fitness 72.44
Genome 18: Fitness 63.60
Genome 19: Fitness 32.99
Genome 20: Fitness 43.54
Genome 21: Fitness 78.26
Genome 22: Fitness 23.58
Genome 23: Fitness 10.35
Genome 24: Fitness 35.93
Genome 25: Fitness 36.62
Genome 26: Fitness 41.33
Genome 27: Fitness 60.35
Genome 28: Fitness 47.55
Genome 29: Fitness 57.52
Genome 30: Fitness 68.32
Genome 31: Fitness 19.03
Genome 32: Fitness 43.14
Genome 33: Fitness 32.66
Genome 34: Fitness 37.07
Genome 35: Fitness 78.18
Genome 36: Fitness 88.05
Genome 37: Fitness 57.65
Genome 38: Fitness 78.41
Genome 39: Fitness 19.62
Genome 40: Fitness 92.39
Genome 41: Fitness 40.82
Genome 42: Fitness 58.64
Genome 43: Fitness 32.37
Genome 44: Fitness 60.47
Genome 45: Fitness 86.79
Genome 46: Fitness 69.26
Genome 47: Fitness 50.02
Genome 48: Fitness 36.26
Genome 49: Fitness 64.56
Genome 50: Fitness 74.59
Best fitness: 93.83
Generation 41/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.06
Genome 3: Fitness 92.84
Genome 4: Fitness 55.54
Genome 5: Fitness 50.47
Genome 6: Fitness 69.11
Genome 7: Fitness 30.23
Genome 8: Fitness 81.43
Genome 9: Fitness 53.57
Genome 10: Fitness 66.65
Genome 11: Fitness 88.14
Genome 12: Fitness 73.93
Genome 13: Fitness 85.24
Genome 14: Fitness 46.44
Genome 15: Fitness 49.64
Genome 16: Fitness 84.60
Genome 17: Fitness 51.69
Genome 18: Fitness 52.31
Genome 19: Fitness 42.36
Genome 20: Fitness 35.19
Genome 21: Fitness 72.58
Genome 22: Fitness 23.08
Genome 23: Fitness 38.26
Genome 24: Fitness 80.25
Genome 25: Fitness 75.15
Genome 26: Fitness 43.86
Genome 27: Fitness 13.18
Genome 28: Fitness 31.21
Genome 29: Fitness 28.38
Genome 30: Fitness 31.47
Genome 31: Fitness 32.92
Genome 32: Fitness 69.48
Genome 33: Fitness 29.36
Genome 34: Fitness 43.90
Genome 35: Fitness 46.43
Genome 36: Fitness 75.27
Genome 37: Fitness 53.99
Genome 38: Fitness 71.03
Genome 39: Fitness 33.02
Genome 40: Fitness 65.04
Genome 41: Fitness 50.30
Genome 42: Fitness 72.77
Genome 43: Fitness 55.93
Genome 44: Fitness 15.07
Genome 45: Fitness 87.35
Genome 46: Fitness 40.88
Genome 47: Fitness 72.25
Genome 48: Fitness 49.39
Genome 49: Fitness 41.36
Genome 50: Fitness 25.43
Best fitness: 93.83
Generation 42/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.06
Genome 3: Fitness 92.84
Genome 4: Fitness 57.66
Genome 5: Fitness 41.75
Genome 6: Fitness 75.22
Genome 7: Fitness 22.94
Genome 8: Fitness 39.12
Genome 9: Fitness 84.94
Genome 10: Fitness 83.03
Genome 11: Fitness 85.93
Genome 12: Fitness 78.78
Genome 13: Fitness 53.19
Genome 14: Fitness 31.71
Genome 15: Fitness 68.39
Genome 16: Fitness 69.53
Genome 17: Fitness 73.65
Genome 18: Fitness 18.84
Genome 19: Fitness 8.55
Genome 20: Fitness 42.49
Genome 21: Fitness 42.39
Genome 22: Fitness 9.88
Genome 23: Fitness 31.47
Genome 24: Fitness 34.15
Genome 25: Fitness 46.95
Genome 26: Fitness 54.18
Genome 27: Fitness 79.65
Genome 28: Fitness 55.56
Genome 29: Fitness 9.14
Genome 30: Fitness 75.96
Genome 31: Fitness 69.88
Genome 32: Fitness 46.67
Genome 33: Fitness 56.31
Genome 34: Fitness 67.50
Genome 35: Fitness 52.72
Genome 36: Fitness 71.89
Genome 37: Fitness 10.47
Genome 38: Fitness 27.83
Genome 39: Fitness 90.04
Genome 40: Fitness 21.79
Genome 41: Fitness 41.43
Genome 42: Fitness 45.64
Genome 43: Fitness 15.44
Genome 44: Fitness 70.76
Genome 45: Fitness 67.58
Genome 46: Fitness 55.80
Genome 47: Fitness 60.06
Genome 48: Fitness 59.64
Genome 49: Fitness 47.09
Genome 50: Fitness 40.67
Best fitness: 93.83
Generation 43/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.06
Genome 3: Fitness 92.84
Genome 4: Fitness 79.11
Genome 5: Fitness 45.83
Genome 6: Fitness 54.00
Genome 7: Fitness 9.81
Genome 8: Fitness 43.36
Genome 9: Fitness 9.88
Genome 10: Fitness 46.36
Genome 11: Fitness 80.29
Genome 12: Fitness 77.80
Genome 13: Fitness 30.56
Genome 14: Fitness 62.74
Genome 15: Fitness 50.24
Genome 16: Fitness 92.16
Genome 17: Fitness 43.19
Genome 18: Fitness 30.89
Genome 19: Fitness 50.63
Genome 20: Fitness 33.82
Genome 21: Fitness 61.78
Genome 22: Fitness 57.22
Genome 23: Fitness 12.68
Genome 24: Fitness 81.99
Genome 25: Fitness 49.26
Genome 26: Fitness 30.42
Genome 27: Fitness 49.75
Genome 28: Fitness 87.32
Genome 29: Fitness 63.09
Genome 30: Fitness 64.10
Genome 31: Fitness 40.45
Genome 32: Fitness 29.76
Genome 33: Fitness 70.16
Genome 34: Fitness 61.74
Genome 35: Fitness 59.45
Genome 36: Fitness 82.45
Genome 37: Fitness 74.64
Genome 38: Fitness 73.56
Genome 39: Fitness 21.56
Genome 40: Fitness 8.01
Genome 41: Fitness 15.49
Genome 42: Fitness 74.74
Genome 43: Fitness 19.40
Genome 44: Fitness 79.93
Genome 45: Fitness 23.84
Genome 46: Fitness 62.69
Genome 47: Fitness 15.46
Genome 48: Fitness 59.51
Genome 49: Fitness 31.72
Genome 50: Fitness 47.78
Best fitness: 93.83
Generation 44/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.06
Genome 3: Fitness 92.84
Genome 4: Fitness 55.24
Genome 5: Fitness 87.53
Genome 6: Fitness 67.40
Genome 7: Fitness 39.03
Genome 8: Fitness 35.67
Genome 9: Fitness 36.23
Genome 10: Fitness 38.43
Genome 11: Fitness 88.79
Genome 12: Fitness 36.96
Genome 13: Fitness 60.69
Genome 14: Fitness 83.39
Genome 15: Fitness 28.92
Genome 16: Fitness 67.40
Genome 17: Fitness 30.55
Genome 18: Fitness 34.32
Genome 19: Fitness 54.72
Genome 20: Fitness 41.70
Genome 21: Fitness 41.04
Genome 22: Fitness 83.55
Genome 23: Fitness 31.65
Genome 24: Fitness 67.78
Genome 25: Fitness 82.08
Genome 26: Fitness 54.82
Genome 27: Fitness 76.55
Genome 28: Fitness 51.57
Genome 29: Fitness 81.12
Genome 30: Fitness 51.11
Genome 31: Fitness 34.58
Genome 32: Fitness 24.13
Genome 33: Fitness 36.15
Genome 34: Fitness 43.79
Genome 35: Fitness 28.22
Genome 36: Fitness 63.98
Genome 37: Fitness 80.18
Genome 38: Fitness 58.28
Genome 39: Fitness 54.83
Genome 40: Fitness 51.74
Genome 41: Fitness 58.18
Genome 42: Fitness 63.12
Genome 43: Fitness 19.91
Genome 44: Fitness 80.73
Genome 45: Fitness 30.13
Genome 46: Fitness 84.76
Genome 47: Fitness 18.94
Genome 48: Fitness 24.19
Genome 49: Fitness 72.88
Genome 50: Fitness 46.25
Best fitness: 93.83
Generation 45/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.06
Genome 3: Fitness 92.84
Genome 4: Fitness 60.78
Genome 5: Fitness 46.86
Genome 6: Fitness 72.50
Genome 7: Fitness 84.76
Genome 8: Fitness 65.06
Genome 9: Fitness 47.51
Genome 10: Fitness 38.65
Genome 11: Fitness 33.39
Genome 12: Fitness 46.33
Genome 13: Fitness 75.13
Genome 14: Fitness 35.71
Genome 15: Fitness 37.25
Genome 16: Fitness 85.65
Genome 17: Fitness 68.81
Genome 18: Fitness 55.14
Genome 19: Fitness 62.91
Genome 20: Fitness 78.04
Genome 21: Fitness 40.70
Genome 22: Fitness 41.59
Genome 23: Fitness 36.57
Genome 24: Fitness 25.31
Genome 25: Fitness 56.76
Genome 26: Fitness 34.73
Genome 27: Fitness 84.60
Genome 28: Fitness 37.49
Genome 29: Fitness 30.44
Genome 30: Fitness 48.11
Genome 31: Fitness 44.70
Genome 32: Fitness 87.90
Genome 33: Fitness 62.48
Genome 34: Fitness 60.11
Genome 35: Fitness 64.69
Genome 36: Fitness 32.80
Genome 37: Fitness 35.62
Genome 38: Fitness 31.04
Genome 39: Fitness 71.45
Genome 40: Fitness 23.66
Genome 41: Fitness 40.67
Genome 42: Fitness 72.08
Genome 43: Fitness 80.31
Genome 44: Fitness 53.49
Genome 45: Fitness 68.93
Genome 46: Fitness 52.03
Genome 47: Fitness 48.23
Genome 48: Fitness 61.64
Genome 49: Fitness 91.93
Genome 50: Fitness 33.09
Best fitness: 93.83
Generation 46/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.06
Genome 3: Fitness 92.84
Genome 4: Fitness 30.34
Genome 5: Fitness 75.68
Genome 6: Fitness 68.68
Genome 7: Fitness 34.86
Genome 8: Fitness 33.95
Genome 9: Fitness 75.37
Genome 10: Fitness 47.50
Genome 11: Fitness 40.64
Genome 12: Fitness 84.14
Genome 13: Fitness 36.96
Genome 14: Fitness 43.56
Genome 15: Fitness 43.71
Genome 16: Fitness 39.88
Genome 17: Fitness 53.63
Genome 18: Fitness 72.79
Genome 19: Fitness 44.61
Genome 20: Fitness 67.66
Genome 21: Fitness 31.73
Genome 22: Fitness 64.16
Genome 23: Fitness 63.82
Genome 24: Fitness 32.39
Genome 25: Fitness 67.95
Genome 26: Fitness 69.93
Genome 27: Fitness 30.51
Genome 28: Fitness 27.44
Genome 29: Fitness 43.38
Genome 30: Fitness 67.19
Genome 31: Fitness 49.10
Genome 32: Fitness 74.03
Genome 33: Fitness 29.42
Genome 34: Fitness 74.42
Genome 35: Fitness 46.51
Genome 36: Fitness 31.53
Genome 37: Fitness 40.09
Genome 38: Fitness 86.82
Genome 39: Fitness 32.84
Genome 40: Fitness 44.41
Genome 41: Fitness 33.84
Genome 42: Fitness 81.92
Genome 43: Fitness 62.61
Genome 44: Fitness 42.72
Genome 45: Fitness 48.71
Genome 46: Fitness 57.92
Genome 47: Fitness 47.00
Genome 48: Fitness 61.63
Genome 49: Fitness 52.34
Genome 50: Fitness 7.82
Best fitness: 93.83
Generation 47/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.06
Genome 3: Fitness 92.84
Genome 4: Fitness 14.90
Genome 5: Fitness 72.76
Genome 6: Fitness 37.40
Genome 7: Fitness 21.51
Genome 8: Fitness 22.30
Genome 9: Fitness 42.90
Genome 10: Fitness 26.70
Genome 11: Fitness 91.19
Genome 12: Fitness 54.23
Genome 13: Fitness 39.32
Genome 14: Fitness 32.41
Genome 15: Fitness 89.52
Genome 16: Fitness 40.41
Genome 17: Fitness 54.87
Genome 18: Fitness 53.14
Genome 19: Fitness 77.08
Genome 20: Fitness 38.91
Genome 21: Fitness 29.32
Genome 22: Fitness 40.81
Genome 23: Fitness 89.44
Genome 24: Fitness 54.18
Genome 25: Fitness 43.36
Genome 26: Fitness 76.13
Genome 27: Fitness 86.25
Genome 28: Fitness 88.39
Genome 29: Fitness 87.42
Genome 30: Fitness 64.94
Genome 31: Fitness 32.11
Genome 32: Fitness 48.03
Genome 33: Fitness 35.71
Genome 34: Fitness 52.55
Genome 35: Fitness 29.50
Genome 36: Fitness 78.94
Genome 37: Fitness 23.64
Genome 38: Fitness 46.42
Genome 39: Fitness 37.97
Genome 40: Fitness 38.88
Genome 41: Fitness 41.96
Genome 42: Fitness 30.87
Genome 43: Fitness 65.41
Genome 44: Fitness 56.63
Genome 45: Fitness 34.93
Genome 46: Fitness 67.57
Genome 47: Fitness 26.15
Genome 48: Fitness 56.41
Genome 49: Fitness 35.86
Genome 50: Fitness 34.55
Best fitness: 93.83
Generation 48/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.06
Genome 3: Fitness 92.84
Genome 4: Fitness 33.11
Genome 5: Fitness 31.43
Genome 6: Fitness 44.27
Genome 7: Fitness 77.34
Genome 8: Fitness 42.17
Genome 9: Fitness 85.92
Genome 10: Fitness 70.05
Genome 11: Fitness 75.64
Genome 12: Fitness 71.88
Genome 13: Fitness 45.45
Genome 14: Fitness 18.22
Genome 15: Fitness 31.98
Genome 16: Fitness 20.87
Genome 17: Fitness 79.94
Genome 18: Fitness 29.22
Genome 19: Fitness 45.15
Genome 20: Fitness 29.73
Genome 21: Fitness 38.72
Genome 22: Fitness 29.99
Genome 23: Fitness 42.04
Genome 24: Fitness 52.31
Genome 25: Fitness 76.59
Genome 26: Fitness 46.96
Genome 27: Fitness 55.13
Genome 28: Fitness 20.43
Genome 29: Fitness 10.89
Genome 30: Fitness 91.31
Genome 31: Fitness 77.50
Genome 32: Fitness 88.86
Genome 33: Fitness 89.36
Genome 34: Fitness 71.90
Genome 35: Fitness 36.06
Genome 36: Fitness 27.06
Genome 37: Fitness 50.17
Genome 38: Fitness 38.97
Genome 39: Fitness 64.78
Genome 40: Fitness 81.05
Genome 41: Fitness 31.07
Genome 42: Fitness 33.12
Genome 43: Fitness 33.98
Genome 44: Fitness 65.09
Genome 45: Fitness 45.93
Genome 46: Fitness 36.97
Genome 47: Fitness 43.01
Genome 48: Fitness 76.99
Genome 49: Fitness 40.42
Genome 50: Fitness 18.84
Best fitness: 93.83
Generation 49/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.06
Genome 3: Fitness 92.84
Genome 4: Fitness 72.97
Genome 5: Fitness 74.51
Genome 6: Fitness 57.36
Genome 7: Fitness 34.53
Genome 8: Fitness 41.66
Genome 9: Fitness 75.78
Genome 10: Fitness 36.08
Genome 11: Fitness 81.35
Genome 12: Fitness 80.69
Genome 13: Fitness 91.06
Genome 14: Fitness 71.84
Genome 15: Fitness 52.16
Genome 16: Fitness 12.60
Genome 17: Fitness 55.16
Genome 18: Fitness 77.89
Genome 19: Fitness 30.24
Genome 20: Fitness 29.66
Genome 21: Fitness 45.21
Genome 22: Fitness 48.04
Genome 23: Fitness 67.79
Genome 24: Fitness 60.39
Genome 25: Fitness 33.19
Genome 26: Fitness 48.34
Genome 27: Fitness 39.25
Genome 28: Fitness 18.62
Genome 29: Fitness 85.75
Genome 30: Fitness 39.83
Genome 31: Fitness 55.87
Genome 32: Fitness 46.51
Genome 33: Fitness 31.21
Genome 34: Fitness 25.45
Genome 35: Fitness 48.82
Genome 36: Fitness 71.26
Genome 37: Fitness 66.58
Genome 38: Fitness 64.34
Genome 39: Fitness 35.35
Genome 40: Fitness 49.24
Genome 41: Fitness 50.20
Genome 42: Fitness 77.81
Genome 43: Fitness 53.67
Genome 44: Fitness 64.24
Genome 45: Fitness 29.61
Genome 46: Fitness 85.12
Genome 47: Fitness 70.49
Genome 48: Fitness 51.83
Genome 49: Fitness 61.79
Genome 50: Fitness 15.93
Best fitness: 93.83
Generation 50/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.06
Genome 3: Fitness 92.84
Genome 4: Fitness 43.28
Genome 5: Fitness 75.89
Genome 6: Fitness 33.10
Genome 7: Fitness 38.24
Genome 8: Fitness 84.43
Genome 9: Fitness 83.23
Genome 10: Fitness 49.73
Genome 11: Fitness 31.87
Genome 12: Fitness 31.93
Genome 13: Fitness 57.92
Genome 14: Fitness 49.56
Genome 15: Fitness 51.20
Genome 16: Fitness 26.03
Genome 17: Fitness 35.18
Genome 18: Fitness 9.37
Genome 19: Fitness 45.59
Genome 20: Fitness 54.43
Genome 21: Fitness 33.03
Genome 22: Fitness 29.63
Genome 23: Fitness 36.69
Genome 24: Fitness 43.14
Genome 25: Fitness 48.13
Genome 26: Fitness 93.18
Genome 27: Fitness 35.46
Genome 28: Fitness 88.19
Genome 29: Fitness 72.63
Genome 30: Fitness 11.35
Genome 31: Fitness 85.63
Genome 32: Fitness 34.54
Genome 33: Fitness 62.36
Genome 34: Fitness 67.35
Genome 35: Fitness 83.97
Genome 36: Fitness 58.12
Genome 37: Fitness 48.54
Genome 38: Fitness 33.33
Genome 39: Fitness 63.00
Genome 40: Fitness 64.31
Genome 41: Fitness 43.01
Genome 42: Fitness 51.24
Genome 43: Fitness 50.71
Genome 44: Fitness 75.28
Genome 45: Fitness 50.23
Genome 46: Fitness 31.20
Genome 47: Fitness 73.12
Genome 48: Fitness 73.13
Genome 49: Fitness 35.80
Genome 50: Fitness 32.73
Best fitness: 93.83
Generation 51/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 80.00
Genome 5: Fitness 74.79
Genome 6: Fitness 32.65
Genome 7: Fitness 56.72
Genome 8: Fitness 31.56
Genome 9: Fitness 37.37
Genome 10: Fitness 38.06
Genome 11: Fitness 59.72
Genome 12: Fitness 38.86
Genome 13: Fitness 47.28
Genome 14: Fitness 50.29
Genome 15: Fitness 12.01
Genome 16: Fitness 30.16
Genome 17: Fitness 57.71
Genome 18: Fitness 34.47
Genome 19: Fitness 78.48
Genome 20: Fitness 35.43
Genome 21: Fitness 63.90
Genome 22: Fitness 82.84
Genome 23: Fitness 22.18
Genome 24: Fitness 73.45
Genome 25: Fitness 84.58
Genome 26: Fitness 72.83
Genome 27: Fitness 40.38
Genome 28: Fitness 55.63
Genome 29: Fitness 32.73
Genome 30: Fitness 49.28
Genome 31: Fitness 50.42
Genome 32: Fitness 36.94
Genome 33: Fitness 57.07
Genome 34: Fitness 73.52
Genome 35: Fitness 56.88
Genome 36: Fitness 11.12
Genome 37: Fitness 29.41
Genome 38: Fitness 89.64
Genome 39: Fitness 35.82
Genome 40: Fitness 47.06
Genome 41: Fitness 90.98
Genome 42: Fitness 66.29
Genome 43: Fitness 68.32
Genome 44: Fitness 58.33
Genome 45: Fitness 84.79
Genome 46: Fitness 70.14
Genome 47: Fitness 87.44
Genome 48: Fitness 51.34
Genome 49: Fitness 50.67
Genome 50: Fitness 73.51
Best fitness: 93.83
Generation 52/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 12.14
Genome 5: Fitness 8.82
Genome 6: Fitness 34.80
Genome 7: Fitness 86.57
Genome 8: Fitness 32.23
Genome 9: Fitness 81.33
Genome 10: Fitness 38.93
Genome 11: Fitness 45.16
Genome 12: Fitness 17.23
Genome 13: Fitness 35.94
Genome 14: Fitness 21.34
Genome 15: Fitness 85.47
Genome 16: Fitness 40.82
Genome 17: Fitness 32.25
Genome 18: Fitness 32.44
Genome 19: Fitness 30.15
Genome 20: Fitness 80.08
Genome 21: Fitness 17.60
Genome 22: Fitness 44.63
Genome 23: Fitness 39.06
Genome 24: Fitness 58.60
Genome 25: Fitness 34.66
Genome 26: Fitness 77.45
Genome 27: Fitness 67.73
Genome 28: Fitness 36.37
Genome 29: Fitness 83.83
Genome 30: Fitness 33.22
Genome 31: Fitness 87.34
Genome 32: Fitness 22.58
Genome 33: Fitness 78.92
Genome 34: Fitness 67.12
Genome 35: Fitness 87.30
Genome 36: Fitness 32.08
Genome 37: Fitness 41.42
Genome 38: Fitness 74.20
Genome 39: Fitness 80.52
Genome 40: Fitness 59.52
Genome 41: Fitness 51.56
Genome 42: Fitness 32.11
Genome 43: Fitness 54.74
Genome 44: Fitness 50.74
Genome 45: Fitness 37.68
Genome 46: Fitness 11.07
Genome 47: Fitness 45.89
Genome 48: Fitness 35.92
Genome 49: Fitness 84.03
Genome 50: Fitness 50.94
Best fitness: 93.83
Generation 53/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 69.26
Genome 5: Fitness 86.12
Genome 6: Fitness 85.29
Genome 7: Fitness 44.26
Genome 8: Fitness 35.04
Genome 9: Fitness 88.19
Genome 10: Fitness 82.92
Genome 11: Fitness 80.23
Genome 12: Fitness 80.72
Genome 13: Fitness 31.35
Genome 14: Fitness 38.69
Genome 15: Fitness 85.71
Genome 16: Fitness 6.67
Genome 17: Fitness 61.55
Genome 18: Fitness 13.85
Genome 19: Fitness 27.95
Genome 20: Fitness 35.38
Genome 21: Fitness 28.88
Genome 22: Fitness 74.71
Genome 23: Fitness 71.79
Genome 24: Fitness 70.76
Genome 25: Fitness 87.22
Genome 26: Fitness 64.61
Genome 27: Fitness 57.22
Genome 28: Fitness 36.41
Genome 29: Fitness 90.36
Genome 30: Fitness 35.99
Genome 31: Fitness 79.30
Genome 32: Fitness 62.52
Genome 33: Fitness 35.77
Genome 34: Fitness 43.98
Genome 35: Fitness 32.67
Genome 36: Fitness 30.46
Genome 37: Fitness 29.03
Genome 38: Fitness 48.49
Genome 39: Fitness 33.58
Genome 40: Fitness 54.50
Genome 41: Fitness 88.54
Genome 42: Fitness 70.05
Genome 43: Fitness 33.92
Genome 44: Fitness 37.51
Genome 45: Fitness 82.91
Genome 46: Fitness 74.57
Genome 47: Fitness 60.69
Genome 48: Fitness 74.11
Genome 49: Fitness 37.33
Genome 50: Fitness 38.49
Best fitness: 93.83
Generation 54/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 15.57
Genome 5: Fitness 67.61
Genome 6: Fitness 64.41
Genome 7: Fitness 50.02
Genome 8: Fitness 36.24
Genome 9: Fitness 90.08
Genome 10: Fitness 12.53
Genome 11: Fitness 45.70
Genome 12: Fitness 41.30
Genome 13: Fitness 40.63
Genome 14: Fitness 70.80
Genome 15: Fitness 66.13
Genome 16: Fitness 68.01
Genome 17: Fitness 32.68
Genome 18: Fitness 45.03
Genome 19: Fitness 13.51
Genome 20: Fitness 52.35
Genome 21: Fitness 35.92
Genome 22: Fitness 47.31
Genome 23: Fitness 41.37
Genome 24: Fitness 41.58
Genome 25: Fitness 73.20
Genome 26: Fitness 41.64
Genome 27: Fitness 12.87
Genome 28: Fitness 55.26
Genome 29: Fitness 36.84
Genome 30: Fitness 84.40
Genome 31: Fitness 32.01
Genome 32: Fitness 38.45
Genome 33: Fitness 77.33
Genome 34: Fitness 53.44
Genome 35: Fitness 87.15
Genome 36: Fitness 26.43
Genome 37: Fitness 42.04
Genome 38: Fitness 29.93
Genome 39: Fitness 71.42
Genome 40: Fitness 61.51
Genome 41: Fitness 39.43
Genome 42: Fitness 31.68
Genome 43: Fitness 82.94
Genome 44: Fitness 38.08
Genome 45: Fitness 44.55
Genome 46: Fitness 55.42
Genome 47: Fitness 89.68
Genome 48: Fitness 49.34
Genome 49: Fitness 43.74
Genome 50: Fitness 60.23
Best fitness: 93.83
Generation 55/100
Genome 1: Fitness 93.83
