No saved genome found.
Genome 18: Fitness 50.24
Genome 19: Fitness 32.78
Genome 20: Fitness 66.59
Genome 21: Fitness 46.15
Genome 22: Fitness 52.20
Genome 23: Fitness 27.64
Genome 24: Fitness 55.33
Genome 25: Fitness 34.99
Genome 26: Fitness 22.12
Genome 27: Fitness 50.71
Genome 28: Fitness 87.91
Genome 29: Fitness 21.87
Genome 30: Fitness 54.02
Genome 31: Fitness 52.61
Genome 32: Fitness 83.16
Genome 33: Fitness 72.36
Genome 34: Fitness 48.15
Genome 35: Fitness 42.87
Genome 36: Fitness 17.14
Genome 37: Fitness 73.19
Genome 38: Fitness 49.44
Genome 39: Fitness 79.01
Genome 40: Fitness 18.02
Genome 41: Fitness 32.01
Genome 42: Fitness 32.01
Genome 43: Fitness 18.76
Genome 44: Fitness 26.46
Genome 45: Fitness 61.74
Genome 46: Fitness 35.24
Genome 47: Fitness 21.41
Genome 48: Fitness 88.04
Genome 49: Fitness 73.79
Genome 50: Fitness 34.90
Best fitness: 94.34
Generation 92/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 46.93
Genome 5: Fitness 36.37
Genome 6: Fitness 52.79
Genome 7: Fitness 34.91
Genome 8: Fitness 44.87
Genome 9: Fitness 44.58
Genome 10: Fitness 33.57
Genome 11: Fitness 44.98
Genome 12: Fitness 86.89
Genome 13: Fitness 31.13
Genome 14: Fitness 63.07
Genome 15: Fitness 43.59
Genome 16: Fitness 54.69
Genome 17: Fitness 54.74
Genome 18: Fitness 80.33
Genome 19: Fitness 30.91
Genome 20: Fitness 44.52
Genome 21: Fitness 63.11
Genome 22: Fitness 58.30
Genome 23: Fitness 33.83
Genome 24: Fitness 59.19
Genome 25: Fitness 49.40
Genome 26: Fitness 41.02
Genome 27: Fitness 52.10
Genome 28: Fitness 70.48
Genome 29: Fitness 81.59
Genome 30: Fitness 37.15
Genome 31: Fitness 62.39
Genome 32: Fitness 86.72
Genome 33: Fitness 79.06
Genome 34: Fitness 29.56
Genome 35: Fitness 58.02
Genome 36: Fitness 63.26
Genome 37: Fitness 62.76
Genome 38: Fitness 20.55
Genome 39: Fitness 33.09
Genome 40: Fitness 61.06
Genome 41: Fitness 68.07
Genome 42: Fitness 84.50
Genome 43: Fitness 28.87
Genome 44: Fitness 30.72
Genome 45: Fitness 48.52
Genome 46: Fitness 59.68
Genome 47: Fitness 78.28
Genome 48: Fitness 62.66
Genome 49: Fitness 81.68
Genome 50: Fitness 31.08
Best fitness: 94.34
Generation 93/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 32.81
Genome 5: Fitness 47.46
Genome 6: Fitness 40.24
Genome 7: Fitness 42.48
Genome 8: Fitness 88.41
Genome 9: Fitness 55.56
Genome 10: Fitness 79.00
Genome 11: Fitness 24.11
Genome 12: Fitness 32.21
Genome 13: Fitness 41.91
Genome 14: Fitness 32.80
Genome 15: Fitness 49.61
Genome 16: Fitness 73.93
Genome 17: Fitness 40.08
Genome 18: Fitness 45.78
Genome 19: Fitness 31.61
Genome 20: Fitness 76.44
Genome 21: Fitness 42.00
Genome 22: Fitness 55.73
Genome 23: Fitness 38.90
Genome 24: Fitness 59.92
Genome 25: Fitness 45.97
Genome 26: Fitness 54.67
Genome 27: Fitness 39.74
Genome 28: Fitness 38.73
Genome 29: Fitness 89.75
Genome 30: Fitness 86.30
Genome 31: Fitness 41.62
Genome 32: Fitness 42.47
Genome 33: Fitness 23.62
Genome 34: Fitness 84.16
Genome 35: Fitness 46.36
Genome 36: Fitness 29.74
Genome 37: Fitness 19.87
Genome 38: Fitness 87.43
Genome 39: Fitness 45.13
Genome 40: Fitness 57.99
Genome 41: Fitness 66.77
Genome 42: Fitness 52.51
Genome 43: Fitness 80.26
Genome 44: Fitness 75.17
Genome 45: Fitness 90.22
Genome 46: Fitness 74.66
Genome 47: Fitness 54.85
Genome 48: Fitness 57.69
Genome 49: Fitness 47.92
Genome 50: Fitness 63.31
Best fitness: 94.34
Generation 94/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 77.15
Genome 5: Fitness 54.12
Genome 6: Fitness 82.14
Genome 7: Fitness 73.33
Genome 8: Fitness 55.25
Genome 9: Fitness 66.66
Genome 10: Fitness 49.89
Genome 11: Fitness 80.33
Genome 12: Fitness 27.33
Genome 13: Fitness 54.74
Genome 14: Fitness 81.70
Genome 15: Fitness 59.35
Genome 16: Fitness 68.48
Genome 17: Fitness 40.83
Genome 18: Fitness 34.65
Genome 19: Fitness 77.51
Genome 20: Fitness 47.32
Genome 21: Fitness 66.12
Genome 22: Fitness 60.77
Genome 23: Fitness 62.18
Genome 24: Fitness 72.12
Genome 25: Fitness 28.47
Genome 26: Fitness 59.92
Genome 27: Fitness 39.58
Genome 28: Fitness 48.50
Genome 29: Fitness 84.31
Genome 30: Fitness 56.74
Genome 31: Fitness 79.06
Genome 32: Fitness 61.36
Genome 33: Fitness 74.47
Genome 34: Fitness 47.70
Genome 35: Fitness 34.66
Genome 36: Fitness 27.82
Genome 37: Fitness 35.34
Genome 38: Fitness 78.99
Genome 39: Fitness 49.78
Genome 40: Fitness 62.39
Genome 41: Fitness 39.62
Genome 42: Fitness 53.97
Genome 43: Fitness 60.49
Genome 44: Fitness 48.50
Genome 45: Fitness 71.45
Genome 46: Fitness 44.63
Genome 47: Fitness 36.95
Genome 48: Fitness 35.15
Genome 49: Fitness 52.91
Genome 50: Fitness 54.93
Best fitness: 94.34
Generation 95/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 38.25
Genome 5: Fitness 81.42
Genome 6: Fitness 32.50
Genome 7: Fitness 30.98
Genome 8: Fitness 33.41
Genome 9: Fitness 28.32
Genome 10: Fitness 14.26
Genome 11: Fitness 43.04
Genome 12: Fitness 76.49
Genome 13: Fitness 40.96
Genome 14: Fitness 62.41
Genome 15: Fitness 46.18
Genome 16: Fitness 63.89
Genome 17: Fitness 41.61
Genome 18: Fitness 66.24
Genome 19: Fitness 60.21
Genome 20: Fitness 57.60
Genome 21: Fitness 34.01
Genome 22: Fitness 15.22
Genome 23: Fitness 58.32
Genome 24: Fitness 32.14
Genome 25: Fitness 63.13
Genome 26: Fitness 26.86
Genome 27: Fitness 36.85
Genome 28: Fitness 30.09
Genome 29: Fitness 52.70
Genome 30: Fitness 45.02
Genome 31: Fitness 75.69
Genome 32: Fitness 54.02
Genome 33: Fitness 35.29
Genome 34: Fitness 11.39
Genome 35: Fitness 26.70
Genome 36: Fitness 52.79
Genome 37: Fitness 21.38
Genome 38: Fitness 60.90
Genome 39: Fitness 31.48
Genome 40: Fitness 85.64
Genome 41: Fitness 32.20
Genome 42: Fitness 31.90
Genome 43: Fitness 52.36
Genome 44: Fitness 49.78
Genome 45: Fitness 41.91
Genome 46: Fitness 64.90
Genome 47: Fitness 44.03
Genome 48: Fitness 60.65
Genome 49: Fitness 76.49
Genome 50: Fitness 81.07
Best fitness: 94.34
Generation 96/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 40.33
Genome 5: Fitness 7.61
Genome 6: Fitness 41.65
Genome 7: Fitness 32.54
Genome 8: Fitness 34.03
Genome 9: Fitness 36.09
Genome 10: Fitness 67.62
Genome 11: Fitness 86.46
Genome 12: Fitness 87.36
Genome 13: Fitness 8.24
Genome 14: Fitness 39.30
Genome 15: Fitness 58.58
Genome 16: Fitness 83.68
Genome 17: Fitness 54.19
Genome 18: Fitness 56.69
Genome 19: Fitness 32.72
Genome 20: Fitness 72.92
Genome 21: Fitness 46.99
Genome 22: Fitness 45.20
Genome 23: Fitness 63.15
Genome 24: Fitness 29.67
Genome 25: Fitness 70.67
Genome 26: Fitness 84.03
Genome 27: Fitness 61.49
Genome 28: Fitness 65.44
Genome 29: Fitness 33.91
Genome 30: Fitness 39.28
Genome 31: Fitness 6.39
Genome 32: Fitness 32.11
Genome 33: Fitness 57.18
Genome 34: Fitness 91.27
Genome 35: Fitness 25.18
Genome 36: Fitness 9.13
Genome 37: Fitness 59.35
Genome 38: Fitness 45.66
Genome 39: Fitness 86.72
Genome 40: Fitness 80.27
Genome 41: Fitness 40.56
Genome 42: Fitness 54.91
Genome 43: Fitness 54.87
Genome 44: Fitness 52.82
Genome 45: Fitness 34.06
Genome 46: Fitness 77.80
Genome 47: Fitness 31.65
Genome 48: Fitness 56.79
Genome 49: Fitness 78.55
Genome 50: Fitness 84.85
Best fitness: 94.34
Generation 97/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 39.96
Genome 5: Fitness 86.55
Genome 6: Fitness 56.09
Genome 7: Fitness 33.59
Genome 8: Fitness 51.53
Genome 9: Fitness 31.20
Genome 10: Fitness 31.03
Genome 11: Fitness 78.29
Genome 12: Fitness 39.85
Genome 13: Fitness 23.70
Genome 14: Fitness 33.02
Genome 15: Fitness 39.02
Genome 16: Fitness 59.54
Genome 17: Fitness 29.54
Genome 18: Fitness 42.83
Genome 19: Fitness 35.04
Genome 20: Fitness 61.16
Genome 21: Fitness 53.51
Genome 22: Fitness 43.95
Genome 23: Fitness 38.03
Genome 24: Fitness 36.47
Genome 25: Fitness 30.58
Genome 26: Fitness 39.85
Genome 27: Fitness 47.70
Genome 28: Fitness 15.36
Genome 29: Fitness 57.09
Genome 30: Fitness 36.34
Genome 31: Fitness 33.29
Genome 32: Fitness 44.22
Genome 33: Fitness 71.59
Genome 34: Fitness 29.82
Genome 35: Fitness 80.14
Genome 36: Fitness 44.33
Genome 37: Fitness 72.67
Genome 38: Fitness 82.96
Genome 39: Fitness 38.28
Genome 40: Fitness 40.90
Genome 41: Fitness 29.71
Genome 42: Fitness 37.08
Genome 43: Fitness 34.24
Genome 44: Fitness 37.12
Genome 45: Fitness 43.35
Genome 46: Fitness 62.51
Genome 47: Fitness 30.39
Genome 48: Fitness 62.80
Genome 49: Fitness 34.99
Genome 50: Fitness 81.29
Best fitness: 94.34
Generation 98/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 52.11
Genome 5: Fitness 82.34
Genome 6: Fitness 86.77
Genome 7: Fitness 82.99
Genome 8: Fitness 61.92
Genome 9: Fitness 14.99
Genome 10: Fitness 54.54
Genome 11: Fitness 86.26
Genome 12: Fitness 38.84
Genome 13: Fitness 59.25
Genome 14: Fitness 39.94
Genome 15: Fitness 47.58
Genome 16: Fitness 65.69
Genome 17: Fitness 63.98
Genome 18: Fitness 38.57
Genome 19: Fitness 36.25
Genome 20: Fitness 40.90
Genome 21: Fitness 35.75
Genome 22: Fitness 8.11
Genome 23: Fitness 40.73
Genome 24: Fitness 59.39
Genome 25: Fitness 41.82
Genome 26: Fitness 81.93
Genome 27: Fitness 40.05
Genome 28: Fitness 50.83
Genome 29: Fitness 34.48
Genome 30: Fitness 25.37
Genome 31: Fitness 87.96
Genome 32: Fitness 37.70
Genome 33: Fitness 79.09
Genome 34: Fitness 68.98
Genome 35: Fitness 61.10
Genome 36: Fitness 49.94
Genome 37: Fitness 78.94
Genome 38: Fitness 32.62
Genome 39: Fitness 29.93
Genome 40: Fitness 74.10
Genome 41: Fitness 47.86
Genome 42: Fitness 56.87
Genome 43: Fitness 32.22
Genome 44: Fitness 69.54
Genome 45: Fitness 85.76
Genome 46: Fitness 36.73
Genome 47: Fitness 52.61
Genome 48: Fitness 43.19
Genome 49: Fitness 29.65
Genome 50: Fitness 50.26
Best fitness: 94.34
Generation 99/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 30.97
Genome 5: Fitness 43.70
Genome 6: Fitness 55.17
Genome 7: Fitness 41.84
Genome 8: Fitness 54.95
Genome 9: Fitness 54.74
Genome 10: Fitness 42.82
Genome 11: Fitness 31.42
Genome 12: Fitness 33.02
Genome 13: Fitness 46.20
Genome 14: Fitness 45.53
Genome 15: Fitness 67.23
Genome 16: Fitness 77.54
Genome 17: Fitness 66.67
Genome 18: Fitness 33.21
Genome 19: Fitness 48.69
Genome 20: Fitness 85.84
Genome 21: Fitness 73.83
Genome 22: Fitness 13.26
Genome 23: Fitness 72.51
Genome 24: Fitness 79.85
Genome 25: Fitness 29.30
Genome 26: Fitness 32.54
Genome 27: Fitness 75.08
Genome 28: Fitness 31.08
Genome 29: Fitness 91.71
Genome 30: Fitness 36.12
Genome 31: Fitness 58.14
Genome 32: Fitness 36.25
Genome 33: Fitness 42.11
Genome 34: Fitness 59.69
Genome 35: Fitness 37.24
Genome 36: Fitness 43.62
Genome 37: Fitness 48.18
Genome 38: Fitness 86.21
Genome 39: Fitness 60.20
Genome 40: Fitness 33.14
Genome 41: Fitness 70.09
Genome 42: Fitness 89.65
Genome 43: Fitness 89.46
Genome 44: Fitness 68.72
Genome 45: Fitness 67.97
Genome 46: Fitness 32.62
Genome 47: Fitness 87.15
Genome 48: Fitness 64.31
Genome 49: Fitness 83.22
Genome 50: Fitness 74.58
Best fitness: 94.34
Generation 100/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 58.01
Genome 5: Fitness 66.05
Genome 6: Fitness 31.33
Genome 7: Fitness 51.43
Genome 8: Fitness 48.20
Genome 9: Fitness 46.61
Genome 10: Fitness 31.58
Genome 11: Fitness 68.00
Genome 12: Fitness 50.32
Genome 13: Fitness 13.40
Genome 14: Fitness 37.84
Genome 15: Fitness 10.99
Genome 16: Fitness 80.70
Genome 17: Fitness 84.54
Genome 18: Fitness 82.15
Genome 19: Fitness 85.81
Genome 20: Fitness 37.42
Genome 21: Fitness 43.90
Genome 22: Fitness 50.25
Genome 23: Fitness 86.87
Genome 24: Fitness 56.39
Genome 25: Fitness 84.93
Genome 26: Fitness 40.90
Genome 27: Fitness 49.24
Genome 28: Fitness 61.24
Genome 29: Fitness 44.62
Genome 30: Fitness 77.57
Genome 31: Fitness 41.44
Genome 32: Fitness 35.41
Genome 33: Fitness 37.28
Genome 34: Fitness 40.14
Genome 35: Fitness 24.11
Genome 36: Fitness 25.93
Genome 37: Fitness 20.66
Genome 38: Fitness 37.44
Genome 39: Fitness 70.70
Genome 40: Fitness 84.00
Genome 41: Fitness 34.32
Genome 42: Fitness 37.60
Genome 43: Fitness 28.74
Genome 44: Fitness 71.60
Genome 45: Fitness 43.17
Genome 46: Fitness 55.61
Genome 47: Fitness 20.81
Genome 48: Fitness 52.94
Genome 49: Fitness 86.59
Genome 50: Fitness 47.55
Best fitness: 94.34
Summary logged for config pop2_p50_e3
